,Quarter,Region,State,Purpose,Trips
21861,1/01/2010,Western,Victoria,Visiting,129.6592728
21862,1/04/2010,Western,Victoria,Visiting,47.250383
21863,1/07/2010,Western,Victoria,Visiting,85.7913955
21864,1/10/2010,Western,Victoria,Visiting,93.9477013
21865,1/01/2011,Western,Victoria,Visiting,113.2154491
21866,1/04/2011,Western,Victoria,Visiting,75.1454154
21867,1/07/2011,Western,Victoria,Visiting,68.9699651
21868,1/10/2011,Western,Victoria,Visiting,72.4753295
21869,1/01/2012,Western,Victoria,Visiting,149.1938477
21870,1/04/2012,Western,Victoria,Visiting,89.5466689
21871,1/07/2012,Western,Victoria,Visiting,71.1277046
21872,1/10/2012,Western,Victoria,Visiting,97.4566674
21873,1/01/2013,Western,Victoria,Visiting,125.7736351
21874,1/04/2013,Western,Victoria,Visiting,98.4841922
21875,1/07/2013,Western,Victoria,Visiting,95.7118749
21876,1/10/2013,Western,Victoria,Visiting,111.6763426
21877,1/01/2014,Western,Victoria,Visiting,130.8139204
21878,1/04/2014,Western,Victoria,Visiting,116.6393783
21879,1/07/2014,Western,Victoria,Visiting,70.1289958
21880,1/10/2014,Western,Victoria,Visiting,161.0051089
21881,1/01/2015,Western,Victoria,Visiting,176.9140656
21882,1/04/2015,Western,Victoria,Visiting,107.4716604
21883,1/07/2015,Western,Victoria,Visiting,104.4051654
21884,1/10/2015,Western,Victoria,Visiting,152.3081138
21885,1/01/2016,Western,Victoria,Visiting,167.898769
21886,1/04/2016,Western,Victoria,Visiting,96.1230149
21887,1/07/2016,Western,Victoria,Visiting,104.3040464
21888,1/10/2016,Western,Victoria,Visiting,154.0648952
21889,1/01/1998,Western Grampians,Victoria,Business,17.0653066
21890,1/04/1998,Western Grampians,Victoria,Business,32.0206811
21891,1/07/1998,Western Grampians,Victoria,Business,25.9783709
21892,1/10/1998,Western Grampians,Victoria,Business,37.0822895
21893,1/01/1999,Western Grampians,Victoria,Business,19.74116
21894,1/04/1999,Western Grampians,Victoria,Business,15.3227264
21895,1/07/1999,Western Grampians,Victoria,Business,4.9047005
21896,1/10/1999,Western Grampians,Victoria,Business,21.767595
21897,1/01/2000,Western Grampians,Victoria,Business,18.9546195
21898,1/04/2000,Western Grampians,Victoria,Business,18.5375933
21899,1/07/2000,Western Grampians,Victoria,Business,24.9308126
21900,1/10/2000,Western Grampians,Victoria,Business,6.4092884
21901,1/01/2001,Western Grampians,Victoria,Business,11.7440051
21902,1/04/2001,Western Grampians,Victoria,Business,4.5183403
21903,1/07/2001,Western Grampians,Victoria,Business,1.893342
21904,1/10/2001,Western Grampians,Victoria,Business,14.5023621
21905,1/01/2002,Western Grampians,Victoria,Business,11.0559643
21906,1/04/2002,Western Grampians,Victoria,Business,15.2338416
21907,1/07/2002,Western Grampians,Victoria,Business,4.4310783
21908,1/10/2002,Western Grampians,Victoria,Business,20.0538893
21909,1/01/2003,Western Grampians,Victoria,Business,15.3067004
21910,1/04/2003,Western Grampians,Victoria,Business,12.5131152
21911,1/07/2003,Western Grampians,Victoria,Business,28.30636
21912,1/10/2003,Western Grampians,Victoria,Business,16.3477366
21913,1/01/2004,Western Grampians,Victoria,Business,7.3243952
21914,1/04/2004,Western Grampians,Victoria,Business,14.9514154
21915,1/07/2004,Western Grampians,Victoria,Business,2.7523617
21916,1/10/2004,Western Grampians,Victoria,Business,8.7901173
21917,1/01/2005,Western Grampians,Victoria,Business,21.2026114
21918,1/04/2005,Western Grampians,Victoria,Business,9.7089056
21919,1/07/2005,Western Grampians,Victoria,Business,18.3368366
21920,1/10/2005,Western Grampians,Victoria,Business,8.3488638
21921,1/01/2006,Western Grampians,Victoria,Business,11.21648
21922,1/04/2006,Western Grampians,Victoria,Business,7.944284
21923,1/07/2006,Western Grampians,Victoria,Business,11.034925
21924,1/10/2006,Western Grampians,Victoria,Business,22.239361
21925,1/01/2007,Western Grampians,Victoria,Business,10.0410661
21926,1/04/2007,Western Grampians,Victoria,Business,22.6852118
21927,1/07/2007,Western Grampians,Victoria,Business,12.8571173
21928,1/10/2007,Western Grampians,Victoria,Business,14.8917
21929,1/01/2008,Western Grampians,Victoria,Business,6.4357692
21930,1/04/2008,Western Grampians,Victoria,Business,26.3381898
21931,1/07/2008,Western Grampians,Victoria,Business,7.2138766
21932,1/10/2008,Western Grampians,Victoria,Business,31.7957158
21933,1/01/2009,Western Grampians,Victoria,Business,3.1500133
21934,1/04/2009,Western Grampians,Victoria,Business,10.3368354
21935,1/07/2009,Western Grampians,Victoria,Business,3.8773877
21936,1/10/2009,Western Grampians,Victoria,Business,0.5696319
21937,1/01/2010,Western Grampians,Victoria,Business,6.0821523
21938,1/04/2010,Western Grampians,Victoria,Business,8.2202539
21939,1/07/2010,Western Grampians,Victoria,Business,11.511102
21940,1/10/2010,Western Grampians,Victoria,Business,31.4233256
21941,1/01/2011,Western Grampians,Victoria,Business,8.9476555
21942,1/04/2011,Western Grampians,Victoria,Business,8.3465425
21943,1/07/2011,Western Grampians,Victoria,Business,18.526016
21944,1/10/2011,Western Grampians,Victoria,Business,9.8232767
21945,1/01/2012,Western Grampians,Victoria,Business,19.6663658
21946,1/04/2012,Western Grampians,Victoria,Business,10.3007165
21947,1/07/2012,Western Grampians,Victoria,Business,23.9306101
21948,1/10/2012,Western Grampians,Victoria,Business,8.2522705
21949,1/01/2013,Western Grampians,Victoria,Business,7.0805439
21950,1/04/2013,Western Grampians,Victoria,Business,10.7520988
21951,1/07/2013,Western Grampians,Victoria,Business,2.3715987
21952,1/10/2013,Western Grampians,Victoria,Business,22.7448823
21953,1/01/2014,Western Grampians,Victoria,Business,19.1245447
21954,1/04/2014,Western Grampians,Victoria,Business,16.8952364
21955,1/07/2014,Western Grampians,Victoria,Business,32.3081333
21956,1/10/2014,Western Grampians,Victoria,Business,18.3600505
21957,1/01/2015,Western Grampians,Victoria,Business,17.6916794
21958,1/04/2015,Western Grampians,Victoria,Business,10.902896
21959,1/07/2015,Western Grampians,Victoria,Business,39.7955823
21960,1/10/2015,Western Grampians,Victoria,Business,11.5733179
21961,1/01/2016,Western Grampians,Victoria,Business,6.7046941
21962,1/04/2016,Western Grampians,Victoria,Business,2.010225
21963,1/07/2016,Western Grampians,Victoria,Business,27.4659512
21964,1/10/2016,Western Grampians,Victoria,Business,19.0385225
21965,1/01/1998,Western Grampians,Victoria,Holiday,40.8768086
21966,1/04/1998,Western Grampians,Victoria,Holiday,23.0001374
21967,1/07/1998,Western Grampians,Victoria,Holiday,19.8737416
21968,1/10/1998,Western Grampians,Victoria,Holiday,28.3762194
21969,1/01/1999,Western Grampians,Victoria,Holiday,54.757638
21970,1/04/1999,Western Grampians,Victoria,Holiday,52.1465757
21971,1/07/1999,Western Grampians,Victoria,Holiday,9.4441032
21972,1/10/1999,Western Grampians,Victoria,Holiday,34.1553938
21973,1/01/2000,Western Grampians,Victoria,Holiday,15.6270501
21974,1/04/2000,Western Grampians,Victoria,Holiday,21.3016437
21975,1/07/2000,Western Grampians,Victoria,Holiday,20.7608046
21976,1/10/2000,Western Grampians,Victoria,Holiday,17.6585345
21977,1/01/2001,Western Grampians,Victoria,Holiday,20.5316271
21978,1/04/2001,Western Grampians,Victoria,Holiday,49.6553694
21979,1/07/2001,Western Grampians,Victoria,Holiday,26.7795013
21980,1/10/2001,Western Grampians,Victoria,Holiday,22.3280045
21981,1/01/2002,Western Grampians,Victoria,Holiday,17.817725
21982,1/04/2002,Western Grampians,Victoria,Holiday,29.8767777
21983,1/07/2002,Western Grampians,Victoria,Holiday,13.4644152
21984,1/10/2002,Western Grampians,Victoria,Holiday,18.5218284
21985,1/01/2003,Western Grampians,Victoria,Holiday,18.5238889
21986,1/04/2003,Western Grampians,Victoria,Holiday,11.7159186
21987,1/07/2003,Western Grampians,Victoria,Holiday,11.9384236
21988,1/10/2003,Western Grampians,Victoria,Holiday,15.7345421
21989,1/01/2004,Western Grampians,Victoria,Holiday,30.8875104
21990,1/04/2004,Western Grampians,Victoria,Holiday,36.5338848
21991,1/07/2004,Western Grampians,Victoria,Holiday,15.3835632
21992,1/10/2004,Western Grampians,Victoria,Holiday,15.2028434
21993,1/01/2005,Western Grampians,Victoria,Holiday,25.4848718
21994,1/04/2005,Western Grampians,Victoria,Holiday,31.6393569
21995,1/07/2005,Western Grampians,Victoria,Holiday,14.0388525
21996,1/10/2005,Western Grampians,Victoria,Holiday,21.0403537
21997,1/01/2006,Western Grampians,Victoria,Holiday,25.112267
21998,1/04/2006,Western Grampians,Victoria,Holiday,48.697299
21999,1/07/2006,Western Grampians,Victoria,Holiday,10.685203
22000,1/10/2006,Western Grampians,Victoria,Holiday,15.866724
22001,1/01/2007,Western Grampians,Victoria,Holiday,2.8797895
22002,1/04/2007,Western Grampians,Victoria,Holiday,10.3566543
22003,1/07/2007,Western Grampians,Victoria,Holiday,34.1192636
22004,1/10/2007,Western Grampians,Victoria,Holiday,11.8257143
22005,1/01/2008,Western Grampians,Victoria,Holiday,18.7271866
22006,1/04/2008,Western Grampians,Victoria,Holiday,17.3758241
22007,1/07/2008,Western Grampians,Victoria,Holiday,20.6946557
22008,1/10/2008,Western Grampians,Victoria,Holiday,19.399589
22009,1/01/2009,Western Grampians,Victoria,Holiday,25.6806963
22010,1/04/2009,Western Grampians,Victoria,Holiday,24.3314207
22011,1/07/2009,Western Grampians,Victoria,Holiday,28.5533674
22012,1/10/2009,Western Grampians,Victoria,Holiday,19.8429092
22013,1/01/2010,Western Grampians,Victoria,Holiday,13.8358423
22014,1/04/2010,Western Grampians,Victoria,Holiday,15.3411516
22015,1/07/2010,Western Grampians,Victoria,Holiday,17.7283697
22016,1/10/2010,Western Grampians,Victoria,Holiday,14.1363339
22017,1/01/2011,Western Grampians,Victoria,Holiday,23.9312117
22018,1/04/2011,Western Grampians,Victoria,Holiday,30.8192204
22019,1/07/2011,Western Grampians,Victoria,Holiday,4.8568741
22020,1/10/2011,Western Grampians,Victoria,Holiday,22.3144627
22021,1/01/2012,Western Grampians,Victoria,Holiday,9.1136307
22022,1/04/2012,Western Grampians,Victoria,Holiday,35.2511847
22023,1/07/2012,Western Grampians,Victoria,Holiday,5.8228828
22024,1/10/2012,Western Grampians,Victoria,Holiday,34.4221479
22025,1/01/2013,Western Grampians,Victoria,Holiday,28.2352367
22026,1/04/2013,Western Grampians,Victoria,Holiday,38.4621823
22027,1/07/2013,Western Grampians,Victoria,Holiday,14.6377954
22028,1/10/2013,Western Grampians,Victoria,Holiday,25.1877169
22029,1/01/2014,Western Grampians,Victoria,Holiday,17.5555769
22030,1/04/2014,Western Grampians,Victoria,Holiday,37.9378875
22031,1/07/2014,Western Grampians,Victoria,Holiday,19.8885572
22032,1/10/2014,Western Grampians,Victoria,Holiday,31.0145663
22033,1/01/2015,Western Grampians,Victoria,Holiday,21.2165699
22034,1/04/2015,Western Grampians,Victoria,Holiday,30.5160863
22035,1/07/2015,Western Grampians,Victoria,Holiday,23.4760386
22036,1/10/2015,Western Grampians,Victoria,Holiday,16.0417669
22037,1/01/2016,Western Grampians,Victoria,Holiday,71.5919181
22038,1/04/2016,Western Grampians,Victoria,Holiday,21.9009194
22039,1/07/2016,Western Grampians,Victoria,Holiday,15.4608811
22040,1/10/2016,Western Grampians,Victoria,Holiday,32.6682367
22041,1/01/1998,Western Grampians,Victoria,Other,1.3227791
22042,1/04/1998,Western Grampians,Victoria,Other,0.4107076
22043,1/07/1998,Western Grampians,Victoria,Other,0
22044,1/10/1998,Western Grampians,Victoria,Other,5.6746423
22045,1/01/1999,Western Grampians,Victoria,Other,3.5197097
22046,1/04/1999,Western Grampians,Victoria,Other,0
22047,1/07/1999,Western Grampians,Victoria,Other,0
22048,1/10/1999,Western Grampians,Victoria,Other,3.3321143
22049,1/01/2000,Western Grampians,Victoria,Other,3.0432537
22050,1/04/2000,Western Grampians,Victoria,Other,2.7293548
22051,1/07/2000,Western Grampians,Victoria,Other,2.3292669
22052,1/10/2000,Western Grampians,Victoria,Other,2.0520268
22053,1/01/2001,Western Grampians,Victoria,Other,5.9153013
22054,1/04/2001,Western Grampians,Victoria,Other,0
22055,1/07/2001,Western Grampians,Victoria,Other,2.1075323
22056,1/10/2001,Western Grampians,Victoria,Other,7.2572796
22057,1/01/2002,Western Grampians,Victoria,Other,0
22058,1/04/2002,Western Grampians,Victoria,Other,0
22059,1/07/2002,Western Grampians,Victoria,Other,14.1861358
22060,1/10/2002,Western Grampians,Victoria,Other,0
22061,1/01/2003,Western Grampians,Victoria,Other,0
22062,1/04/2003,Western Grampians,Victoria,Other,0
22063,1/07/2003,Western Grampians,Victoria,Other,0.9995265
22064,1/10/2003,Western Grampians,Victoria,Other,3.4350683
22065,1/01/2004,Western Grampians,Victoria,Other,0.8866228
22066,1/04/2004,Western Grampians,Victoria,Other,0
22067,1/07/2004,Western Grampians,Victoria,Other,2.9806294
22068,1/10/2004,Western Grampians,Victoria,Other,0
22069,1/01/2005,Western Grampians,Victoria,Other,0
22070,1/04/2005,Western Grampians,Victoria,Other,0.6698412
22071,1/07/2005,Western Grampians,Victoria,Other,10.3417928
22072,1/10/2005,Western Grampians,Victoria,Other,0
22073,1/01/2006,Western Grampians,Victoria,Other,4.966672
22074,1/04/2006,Western Grampians,Victoria,Other,2.789443
22075,1/07/2006,Western Grampians,Victoria,Other,1.552858
22076,1/10/2006,Western Grampians,Victoria,Other,0
22077,1/01/2007,Western Grampians,Victoria,Other,0
22078,1/04/2007,Western Grampians,Victoria,Other,0
22079,1/07/2007,Western Grampians,Victoria,Other,1.4116451
22080,1/10/2007,Western Grampians,Victoria,Other,3.8110851
22081,1/01/2008,Western Grampians,Victoria,Other,0
22082,1/04/2008,Western Grampians,Victoria,Other,2.2475889
22083,1/07/2008,Western Grampians,Victoria,Other,3.975562
22084,1/10/2008,Western Grampians,Victoria,Other,1.6973625
22085,1/01/2009,Western Grampians,Victoria,Other,0
22086,1/04/2009,Western Grampians,Victoria,Other,2.8460256
22087,1/07/2009,Western Grampians,Victoria,Other,9.9724571
22088,1/10/2009,Western Grampians,Victoria,Other,2.9514642
22089,1/01/2010,Western Grampians,Victoria,Other,0
22090,1/04/2010,Western Grampians,Victoria,Other,1.6914802
22091,1/07/2010,Western Grampians,Victoria,Other,0
22092,1/10/2010,Western Grampians,Victoria,Other,0
22093,1/01/2011,Western Grampians,Victoria,Other,2.1108153
22094,1/04/2011,Western Grampians,Victoria,Other,2.4763312
22095,1/07/2011,Western Grampians,Victoria,Other,0
22096,1/10/2011,Western Grampians,Victoria,Other,0
22097,1/01/2012,Western Grampians,Victoria,Other,0.9496258
22098,1/04/2012,Western Grampians,Victoria,Other,2.5095867
22099,1/07/2012,Western Grampians,Victoria,Other,2.106816
22100,1/10/2012,Western Grampians,Victoria,Other,8.9895029
22101,1/01/2013,Western Grampians,Victoria,Other,7.4726685
22102,1/04/2013,Western Grampians,Victoria,Other,0.8076325
22103,1/07/2013,Western Grampians,Victoria,Other,1.4623145
22104,1/10/2013,Western Grampians,Victoria,Other,3.8007981
22105,1/01/2014,Western Grampians,Victoria,Other,10.0114376
22106,1/04/2014,Western Grampians,Victoria,Other,6.8314908
22107,1/07/2014,Western Grampians,Victoria,Other,6.21121
22108,1/10/2014,Western Grampians,Victoria,Other,0.3905005
22109,1/01/2015,Western Grampians,Victoria,Other,0
22110,1/04/2015,Western Grampians,Victoria,Other,5.017484
22111,1/07/2015,Western Grampians,Victoria,Other,14.0732832
22112,1/10/2015,Western Grampians,Victoria,Other,5.2449331
22113,1/01/2016,Western Grampians,Victoria,Other,5.3366099
22114,1/04/2016,Western Grampians,Victoria,Other,4.9987711
22115,1/07/2016,Western Grampians,Victoria,Other,2.0735947
22116,1/10/2016,Western Grampians,Victoria,Other,7.6465978
22117,1/01/1998,Western Grampians,Victoria,Visiting,27.7316965
22118,1/04/1998,Western Grampians,Victoria,Visiting,29.5084511
22119,1/07/1998,Western Grampians,Victoria,Visiting,34.1227712
22120,1/10/1998,Western Grampians,Victoria,Visiting,45.1024656
22121,1/01/1999,Western Grampians,Victoria,Visiting,23.7471274
22122,1/04/1999,Western Grampians,Victoria,Visiting,14.6830137
22123,1/07/1999,Western Grampians,Victoria,Visiting,52.6022464
22124,1/10/1999,Western Grampians,Victoria,Visiting,43.2271933
22125,1/01/2000,Western Grampians,Victoria,Visiting,29.5091041
22126,1/04/2000,Western Grampians,Victoria,Visiting,23.7867447
22127,1/07/2000,Western Grampians,Victoria,Visiting,40.9173542
22128,1/10/2000,Western Grampians,Victoria,Visiting,13.5793183
22129,1/01/2001,Western Grampians,Victoria,Visiting,22.5564005
22130,1/04/2001,Western Grampians,Victoria,Visiting,21.597783
22131,1/07/2001,Western Grampians,Victoria,Visiting,31.9299367
22132,1/10/2001,Western Grampians,Victoria,Visiting,47.1477059
22133,1/01/2002,Western Grampians,Victoria,Visiting,21.6751329
22134,1/04/2002,Western Grampians,Victoria,Visiting,24.1366368
22135,1/07/2002,Western Grampians,Victoria,Visiting,32.8014597
22136,1/10/2002,Western Grampians,Victoria,Visiting,54.7879823
22137,1/01/2003,Western Grampians,Victoria,Visiting,14.0179687
22138,1/04/2003,Western Grampians,Victoria,Visiting,22.9347592
22139,1/07/2003,Western Grampians,Victoria,Visiting,29.153941
22140,1/10/2003,Western Grampians,Victoria,Visiting,35.6929671
22141,1/01/2004,Western Grampians,Victoria,Visiting,37.5412014
22142,1/04/2004,Western Grampians,Victoria,Visiting,51.7791261
22143,1/07/2004,Western Grampians,Victoria,Visiting,39.5467613
22144,1/10/2004,Western Grampians,Victoria,Visiting,33.403527
22145,1/01/2005,Western Grampians,Victoria,Visiting,26.6936305
22146,1/04/2005,Western Grampians,Victoria,Visiting,28.7527089
22147,1/07/2005,Western Grampians,Victoria,Visiting,13.3331409
22148,1/10/2005,Western Grampians,Victoria,Visiting,27.3079404
22149,1/01/2006,Western Grampians,Victoria,Visiting,19.660444
22150,1/04/2006,Western Grampians,Victoria,Visiting,31.114389
22151,1/07/2006,Western Grampians,Victoria,Visiting,28.362531
22152,1/10/2006,Western Grampians,Victoria,Visiting,25.386915
22153,1/01/2007,Western Grampians,Victoria,Visiting,31.7365134
22154,1/04/2007,Western Grampians,Victoria,Visiting,13.9545618
22155,1/07/2007,Western Grampians,Victoria,Visiting,29.2855897
22156,1/10/2007,Western Grampians,Victoria,Visiting,20.3114303
22157,1/01/2008,Western Grampians,Victoria,Visiting,34.2031713
22158,1/04/2008,Western Grampians,Victoria,Visiting,20.1906755
22159,1/07/2008,Western Grampians,Victoria,Visiting,24.1739449
22160,1/10/2008,Western Grampians,Victoria,Visiting,34.6657792
22161,1/01/2009,Western Grampians,Victoria,Visiting,24.598145
22162,1/04/2009,Western Grampians,Victoria,Visiting,28.8281476
22163,1/07/2009,Western Grampians,Victoria,Visiting,16.2021461
22164,1/10/2009,Western Grampians,Victoria,Visiting,31.3543513
22165,1/01/2010,Western Grampians,Victoria,Visiting,21.9498675
22166,1/04/2010,Western Grampians,Victoria,Visiting,41.533953
22167,1/07/2010,Western Grampians,Victoria,Visiting,13.8515901
22168,1/10/2010,Western Grampians,Victoria,Visiting,28.8294738
22169,1/01/2011,Western Grampians,Victoria,Visiting,28.7991424
22170,1/04/2011,Western Grampians,Victoria,Visiting,25.3167088
22171,1/07/2011,Western Grampians,Victoria,Visiting,16.8241503
22172,1/10/2011,Western Grampians,Victoria,Visiting,20.6125005
22173,1/01/2012,Western Grampians,Victoria,Visiting,26.0452301
22174,1/04/2012,Western Grampians,Victoria,Visiting,11.6990865
22175,1/07/2012,Western Grampians,Victoria,Visiting,28.7579951
22176,1/10/2012,Western Grampians,Victoria,Visiting,38.1490797
22177,1/01/2013,Western Grampians,Victoria,Visiting,16.4974923
22178,1/04/2013,Western Grampians,Victoria,Visiting,24.2340896
22179,1/07/2013,Western Grampians,Victoria,Visiting,39.8394746
22180,1/10/2013,Western Grampians,Victoria,Visiting,49.7938389
22181,1/01/2014,Western Grampians,Victoria,Visiting,15.1718516
22182,1/04/2014,Western Grampians,Victoria,Visiting,36.0559602
22183,1/07/2014,Western Grampians,Victoria,Visiting,21.4275674
22184,1/10/2014,Western Grampians,Victoria,Visiting,37.1452196
22185,1/01/2015,Western Grampians,Victoria,Visiting,28.0463853
22186,1/04/2015,Western Grampians,Victoria,Visiting,15.8124249
22187,1/07/2015,Western Grampians,Victoria,Visiting,36.9997428
22188,1/10/2015,Western Grampians,Victoria,Visiting,22.8473277
22189,1/01/2016,Western Grampians,Victoria,Visiting,16.4425559
22190,1/04/2016,Western Grampians,Victoria,Visiting,20.617567
22191,1/07/2016,Western Grampians,Victoria,Visiting,25.2465053
22192,1/10/2016,Western Grampians,Victoria,Visiting,43.021058
22193,1/01/1998,Whitsundays,Queensland,Business,1.168255
22194,1/04/1998,Whitsundays,Queensland,Business,18.7400396
22195,1/07/1998,Whitsundays,Queensland,Business,7.6341165
22196,1/10/1998,Whitsundays,Queensland,Business,25.1743304
22197,1/01/1999,Whitsundays,Queensland,Business,32.1422888
22198,1/04/1999,Whitsundays,Queensland,Business,16.5107956
22199,1/07/1999,Whitsundays,Queensland,Business,6.5707344
22200,1/10/1999,Whitsundays,Queensland,Business,21.8651926
22201,1/01/2000,Whitsundays,Queensland,Business,12.8664339
22202,1/04/2000,Whitsundays,Queensland,Business,18.295409
22203,1/07/2000,Whitsundays,Queensland,Business,23.7509554
22204,1/10/2000,Whitsundays,Queensland,Business,8.0293429
22205,1/01/2001,Whitsundays,Queensland,Business,14.8032207
22206,1/04/2001,Whitsundays,Queensland,Business,4.6863972
22207,1/07/2001,Whitsundays,Queensland,Business,13.4388167
22208,1/10/2001,Whitsundays,Queensland,Business,9.4940027
22209,1/01/2002,Whitsundays,Queensland,Business,13.2978515
22210,1/04/2002,Whitsundays,Queensland,Business,10.7209695
22211,1/07/2002,Whitsundays,Queensland,Business,12.8885781
22212,1/10/2002,Whitsundays,Queensland,Business,5.0372522
22213,1/01/2003,Whitsundays,Queensland,Business,6.2447979
22214,1/04/2003,Whitsundays,Queensland,Business,37.6813258
22215,1/07/2003,Whitsundays,Queensland,Business,3.299958
22216,1/10/2003,Whitsundays,Queensland,Business,25.288785
22217,1/01/2004,Whitsundays,Queensland,Business,13.317817
22218,1/04/2004,Whitsundays,Queensland,Business,9.036697
22219,1/07/2004,Whitsundays,Queensland,Business,23.1538838
22220,1/10/2004,Whitsundays,Queensland,Business,8.8626941
22221,1/01/2005,Whitsundays,Queensland,Business,12.5400845
22222,1/04/2005,Whitsundays,Queensland,Business,17.6896351
22223,1/07/2005,Whitsundays,Queensland,Business,39.7574565
22224,1/10/2005,Whitsundays,Queensland,Business,33.8179908
22225,1/01/2006,Whitsundays,Queensland,Business,18.044607
22226,1/04/2006,Whitsundays,Queensland,Business,17.491544
22227,1/07/2006,Whitsundays,Queensland,Business,29.480366
22228,1/10/2006,Whitsundays,Queensland,Business,17.451357
22229,1/01/2007,Whitsundays,Queensland,Business,37.234363
22230,1/04/2007,Whitsundays,Queensland,Business,21.4501327
22231,1/07/2007,Whitsundays,Queensland,Business,37.8637078
22232,1/10/2007,Whitsundays,Queensland,Business,13.7857987
22233,1/01/2008,Whitsundays,Queensland,Business,14.3468501
22234,1/04/2008,Whitsundays,Queensland,Business,38.9896531
22235,1/07/2008,Whitsundays,Queensland,Business,22.1451989
22236,1/10/2008,Whitsundays,Queensland,Business,13.7246791
22237,1/01/2009,Whitsundays,Queensland,Business,0
22238,1/04/2009,Whitsundays,Queensland,Business,4.3583469
22239,1/07/2009,Whitsundays,Queensland,Business,11.5274053
22240,1/10/2009,Whitsundays,Queensland,Business,12.9632266
22241,1/01/2010,Whitsundays,Queensland,Business,3.6095683
22242,1/04/2010,Whitsundays,Queensland,Business,24.682986
22243,1/07/2010,Whitsundays,Queensland,Business,14.751469
22244,1/10/2010,Whitsundays,Queensland,Business,15.5337141
22245,1/01/2011,Whitsundays,Queensland,Business,9.1184157
22246,1/04/2011,Whitsundays,Queensland,Business,4.9797958
22247,1/07/2011,Whitsundays,Queensland,Business,43.9427794
22248,1/10/2011,Whitsundays,Queensland,Business,13.2611233
22249,1/01/2012,Whitsundays,Queensland,Business,27.4247349
22250,1/04/2012,Whitsundays,Queensland,Business,8.2367815
22251,1/07/2012,Whitsundays,Queensland,Business,9.3792858
22252,1/10/2012,Whitsundays,Queensland,Business,5.245564
22253,1/01/2013,Whitsundays,Queensland,Business,2.1063036
22254,1/04/2013,Whitsundays,Queensland,Business,14.0774912
22255,1/07/2013,Whitsundays,Queensland,Business,20.2971656
22256,1/10/2013,Whitsundays,Queensland,Business,10.2099193
22257,1/01/2014,Whitsundays,Queensland,Business,5.2259132
22258,1/04/2014,Whitsundays,Queensland,Business,8.1295494
22259,1/07/2014,Whitsundays,Queensland,Business,18.8412023
22260,1/10/2014,Whitsundays,Queensland,Business,11.164638
22261,1/01/2015,Whitsundays,Queensland,Business,11.6798828
22262,1/04/2015,Whitsundays,Queensland,Business,1.6526822
22263,1/07/2015,Whitsundays,Queensland,Business,12.5974895
22264,1/10/2015,Whitsundays,Queensland,Business,16.9267107
22265,1/01/2016,Whitsundays,Queensland,Business,10.9354866
22266,1/04/2016,Whitsundays,Queensland,Business,9.2816307
22267,1/07/2016,Whitsundays,Queensland,Business,16.9487849
22268,1/10/2016,Whitsundays,Queensland,Business,9.0602854
22269,1/01/1998,Whitsundays,Queensland,Holiday,48.0575279
22270,1/04/1998,Whitsundays,Queensland,Holiday,73.6332427
22271,1/07/1998,Whitsundays,Queensland,Holiday,64.3839638
22272,1/10/1998,Whitsundays,Queensland,Holiday,66.4376951
22273,1/01/1999,Whitsundays,Queensland,Holiday,60.9016579
22274,1/04/1999,Whitsundays,Queensland,Holiday,60.1379558
22275,1/07/1999,Whitsundays,Queensland,Holiday,115.7588862
22276,1/10/1999,Whitsundays,Queensland,Holiday,77.501581
22277,1/01/2000,Whitsundays,Queensland,Holiday,47.5332806
22278,1/04/2000,Whitsundays,Queensland,Holiday,67.7911125
22279,1/07/2000,Whitsundays,Queensland,Holiday,77.214753
22280,1/10/2000,Whitsundays,Queensland,Holiday,48.4911826
22281,1/01/2001,Whitsundays,Queensland,Holiday,69.6019637
22282,1/04/2001,Whitsundays,Queensland,Holiday,79.9317383
22283,1/07/2001,Whitsundays,Queensland,Holiday,79.2220245
22284,1/10/2001,Whitsundays,Queensland,Holiday,60.3246709
22285,1/01/2002,Whitsundays,Queensland,Holiday,63.8966149
22286,1/04/2002,Whitsundays,Queensland,Holiday,61.8519005
22287,1/07/2002,Whitsundays,Queensland,Holiday,83.6032972
22288,1/10/2002,Whitsundays,Queensland,Holiday,78.0522981
22289,1/01/2003,Whitsundays,Queensland,Holiday,65.8482851
22290,1/04/2003,Whitsundays,Queensland,Holiday,65.392181
22291,1/07/2003,Whitsundays,Queensland,Holiday,91.1354326
22292,1/10/2003,Whitsundays,Queensland,Holiday,118.4753571
22293,1/01/2004,Whitsundays,Queensland,Holiday,73.0249503
22294,1/04/2004,Whitsundays,Queensland,Holiday,77.0187256
22295,1/07/2004,Whitsundays,Queensland,Holiday,102.453462
22296,1/10/2004,Whitsundays,Queensland,Holiday,30.8815328
22297,1/01/2005,Whitsundays,Queensland,Holiday,73.9881667
22298,1/04/2005,Whitsundays,Queensland,Holiday,100.5493839
22299,1/07/2005,Whitsundays,Queensland,Holiday,76.2969653
22300,1/10/2005,Whitsundays,Queensland,Holiday,107.3736295
22301,1/01/2006,Whitsundays,Queensland,Holiday,66.135505
22302,1/04/2006,Whitsundays,Queensland,Holiday,78.408017
22303,1/07/2006,Whitsundays,Queensland,Holiday,94.844079
22304,1/10/2006,Whitsundays,Queensland,Holiday,118.528332
22305,1/01/2007,Whitsundays,Queensland,Holiday,85.297322
